sgRNA	Gene	Control	Vehicle	T8
ID_15751	MOK	0	0	1
ID_59449	WDR64	0	0	5
ID_45186	ASPHD2	0	0	1
ID_33375	NUP62	0	0	1
ID_26106	RGP1	0	0	1
ID_12584	NFYC	0	0	1
ID_30050	HSF2BP	0	0	1
ID_30530	GALNT5	0	0	2
ID_39836	SNTG2	0	0	1
ID_7093	B4GALT1	0	0	1
ID_60480	FAM92A1	0	0	1
ID_3323	AP1S1	0	0	2
ID_11161	MATN3	0	0	2
ID_22853	TNFSF13	0	0	3
ID_28568	SORBS1	0	0	1
ID_68259	SREK1IP1	0	0	1
ID_49305	NKAP	0	0	1
ID_28770	NPRL2	0	0	1
ID_17006	CCL17	0	0	1
ID_6859	GALT	0	0	1
ID_30424	NISCH	0	0	6
ID_3601	COL6A3	0	0	2
ID_40950	TTC19	0	0	1
ID_28148	BAIAP2	0	0	1
ID_6162	FCGR3A	0	0	1
ID_20819	ZNF207	0	0	2
ID_68687	KRTAP22-1	0	0	2
ID_72351	C3orf80	0	0	1
ID_37	ABAT	0	0	1
ID_56760	CEP41	0	0	2
ID_5902	EXT2	0	0	1
ID_47207	DMRTC1	0	0	1
ID_64744	KRTCAP3	0	0	2
ID_69699	MCIDAS	0	0	4
ID_42013	PANK4	0	0	1
ID_27131	YAF2	0	0	1
ID_38010	DBR1	0	0	1
ID_7047	GDI2	0	0	1
ID_14407	POLR2L	0	0	1
ID_865	AOX1	0	0	2
ID_8751	HOXD1	0	0	2
ID_21760	HIST1H4H	0	0	1
ID_299	ADCY7	0	0	1
ID_23545	ATP6V0E1	0	0	3
ID_2121	CA8	0	0	2
ID_50781	THOC7	0	0	1
ID_69839	DGAT2L6	0	0	3
ID_62133	MANEAL	0	0	1
ID_71702	OR10V1	0	0	1
ID_62065	FAM163A	0	0	2
ID_50324	TMC7	0	0	1
ID_27226	SLC25A13	0	0	3
ID_970	APOC2	0	0	2
ID_56534	TPTE2	0	0	2
ID_5169	DUSP8	0	0	1
ID_54650	TOX2	0	0	2
ID_48169	ETNPPL	0	0	2
ID_60847	TCEAL2	0	0	2
ID_51644	LRRC3	0	0	2
ID_64425	FAM71C	0	0	1
ID_36358	FAM156A	0	0	2
ID_54248	SFT2D3	0	0	1
ID_44841	CABP4	0	0	2
ID_50501	ZNF442	0	0	1
ID_11153	MATN1	0	0	3
ID_70459	CERKL	0	0	1
ID_30252	KAT7	0	0	1
ID_36667	TRPM5	0	0	1
ID_4181	CTBP2	0	0	1
ID_30375	BAZ2A	0	0	1
ID_2369	CASQ1	0	0	1
ID_29675	TMED2	0	0	1
ID_30138	KATNA1	0	0	1
ID_51520	OR4K15	0	0	3
ID_45674	INTS2	0	0	1
ID_28145	BAIAP2	0	0	1
ID_21389	MKKS	0	0	1
ID_67088	NAP1L5	0	0	1
ID_39825	TREM2	0	0	1
ID_35805	TUBGCP4	0	0	2
ID_50057	CAMKMT	0	0	2
ID_75173	OST4	0	0	2
ID_57130	NLRP3	0	0	1
ID_36264	MRPS18B	0	0	2
ID_39070	LARP7	0	0	1
ID_9259	IFNAR2	0	0	2
ID_12687	NODAL	0	0	1
ID_21734	HIST1H4A	0	0	1
ID_9266	IFNG	0	0	2
ID_55228	WDR34	0	0	1
ID_52593	CDCA7	0	0	2
ID_75020	MEF2BNB	0	0	2
ID_29910	ADAP1	0	0	2
ID_60362	TRIM40	0	0	1
ID_70572	LRRC10	0	0	2
ID_75498	TEN1	0	0	2
ID_38145	DUSP13	0	0	1
ID_5740	ERBB4	0	0	3
ID_35630	AFF4	0	0	1
ID_20612	ZNF79	0	0	1
ID_38845	ISYNA1	0	0	2
ID_73364	H2AFB1	0	0	3
ID_44461	UGGT1	0	0	1
ID_67542	ZNF843	0	0	2
ID_18204	SRP14	0	0	1
ID_75818	IQCJ-SCHIP1	0	0	2
ID_24556	NDST3	0	0	1
ID_40647	QPCTL	0	0	1
ID_61527	SLC38A8	0	0	1
ID_28068	LYPLA1	0	0	1
ID_6780	GABRE	0	0	1
ID_798	ANK2	0	0	1
ID_68661	KRTAP19-6	0	0	1
ID_11778	MSN	0	0	1
ID_34511	POLDIP2	0	0	2
ID_3053	CETN2	0	0	2
ID_8430	HLA-DQB2	0	0	1
ID_40391	GTPBP2	0	0	1
ID_37507	SLC35C2	0	0	2
ID_26527	CRYZL1	0	0	1
ID_13586	PDGFRB	0	0	1
ID_27935	ANAPC10	0	0	2
ID_44999	PDSS2	0	0	1
ID_42422	VNN3	0	0	2
ID_27008	TSPAN2	0	0	2
ID_6360	FKBP3	0	0	1
ID_59245	MAB21L3	0	0	3
ID_13956	PIK3C2A	0	0	1
ID_46434	CCDC181	0	0	1
ID_563	AK2	0	0	4
ID_18489	SULT2A1	0	0	2
ID_37610	UBXN1	0	0	1
ID_10241	KNG1	0	0	1
ID_49369	CERS4	0	0	1
ID_52016	LAS1L	0	0	1
ID_20066	UTRN	0	0	1
ID_46177	EPB41L5	0	0	3
ID_71027	BTBD17	0	0	3
ID_59182	ANKLE1	0	0	1
ID_31226	ZP1	0	0	1
ID_15736	RAD23B	0	0	1
ID_10702	LMAN1	0	0	2
ID_26837	SMC4	0	0	2
ID_47212	DMRTB1	0	0	1
ID_23391	CACNA1H	0	0	1
ID_59402	C1orf122	0	0	1
ID_72583	UFSP1	0	0	4
ID_35112	TIMM9	0	0	1
ID_9908	JAK3	0	0	1
ID_27136	ARFRP1	0	0	1
ID_72437	USP17L1	0	0	1
ID_27206	FARP1	0	0	1
ID_8069	GZMB	0	0	1
ID_40076	HEATR5B	0	0	2
ID_33778	TTLL1	0	0	2
ID_7034	GDF9	0	0	1
ID_58830	CNTD1	0	0	2
ID_65150	HIPK1	0	0	3
ID_50749	CCDC170	0	0	1
ID_22957	TNFRSF18	0	0	1
ID_69136	ABCB5	0	0	1
ID_66555	C19orf26	0	0	1
ID_37316	NEUROG3	0	0	1
ID_47485	ERAP2	0	0	1
ID_27780	CNPY2	0	0	3
ID_62284	YDJC	0	0	1
ID_44795	TOMM22	0	0	1
ID_53990	USP32	0	0	1
ID_15269	PSMD10	0	0	1
ID_66061	FAM217A	0	0	3
ID_41956	P3H2	0	0	2
ID_46789	SCPEP1	0	0	1
ID_27730	B3GALT5	0	0	1
ID_32217	BOP1	0	0	1
ID_56635	MUC16	0	0	1
ID_9786	ITGAM	0	0	3
ID_43112	FAR2	0	0	2
ID_60595	TAF1L	0	0	1
ID_50035	MOB3B	0	0	1
ID_44326	C10orf2	0	0	1
ID_17288	SH3GL1	0	0	1
ID_12549	NFKBIB	0	0	1
ID_76232	NARR	0	0	2
ID_46220	ZSWIM6	0	0	1
ID_13204	P2RY4	0	0	1
ID_24008	SYNGR3	0	0	1
ID_46624	SCAF1	0	0	1
ID_48235	RANBP17	0	0	2
ID_28576	COLEC10	0	0	1
ID_66645	PCSK9	0	0	2
ID_16631	RRAD	0	0	1
ID_24642	PLAA	0	0	1
ID_42710	KIF27	0	0	1
ID_22937	NAPA	0	0	1
ID_56654	CAMK2N2	0	0	4
ID_69604	CDKL4	0	0	2
ID_60131	TRAM1L1	0	0	1
ID_14807	PRKAR1B	0	0	2
ID_56604	ACRC	0	0	1
ID_56883	CCDC101	0	0	1
ID_5337	EFNA2	0	0	1
ID_5000	DPP6	0	0	1
ID_22005	TPST1	0	0	1
ID_29605	POP1	0	0	2
ID_18957	TEC	0	0	1
ID_32826	OTP	0	0	1
ID_56517	MGAM2	0	0	1
ID_2765	ADGRE5	0	0	2
ID_47465	RBSN	0	0	1
ID_4343	CYP1B1	0	0	1
ID_67083	RGL4	0	0	2
ID_6281	FGF13	0	0	1
ID_2516	CCNH	0	0	1
ID_36871	OSGIN1	0	0	1
ID_43815	BCAP29	0	0	1
ID_63455	SPRED1	0	0	2
ID_7762	GRIN2B	0	0	1
ID_75301	PRR32	0	0	1
ID_12693	NONO	0	0	2
ID_40685	GIN1	0	0	2
ID_75743	TMED7-TICAM2	0	0	1
ID_5673	EPHB2	0	0	2
ID_44867	SLC17A7	0	0	1
ID_72570	C7orf61	0	0	2
ID_15419	PTPN2	0	0	2
ID_50258	HDAC11	0	0	3
ID_54746	TMEM60	0	0	1
ID_37103	CXXC1	0	0	2
ID_22658	STX10	0	0	3
ID_69155	KLHL38	0	0	1
ID_75575	CMC4	0	0	1
ID_5599	ENO3	0	0	1
ID_58347	RHEBL1	0	0	2
ID_26397	RABGAP1L	0	0	2
ID_43097	IPO9	0	0	2
ID_12632	NKTR	0	0	2
ID_23170	PROM1	0	0	1
ID_75870	ARL17B	0	0	1
ID_63712	CITED4	0	0	1
ID_15129	PSG9	0	0	1
ID_21632	HIST1H2AL	0	0	1
ID_68771	OR8D4	0	0	2
ID_30541	SEC63	0	0	1
ID_68719	CLEC4D	0	0	1
ID_55899	ZNF830	0	0	2
ID_76369	LOC101928436	0	0	1
ID_31852	ANKLE2	0	0	1
ID_24027	NEURL1	0	0	2
ID_48863	C2orf49	0	0	1
ID_1283	ASS1	0	0	1
ID_5459	EIF4G1	0	0	1
ID_47562	MLST8	0	0	1
ID_65211	USP12	0	0	1
ID_31105	ZHX2	0	0	2
ID_28596	DRAP1	0	0	1
ID_49440	OCEL1	0	0	1
ID_35881	MMADHC	0	0	1
ID_51809	TSPAN14	0	0	1
ID_73377	IGIP	0	0	2
ID_69353	SLC35F4	0	0	3
ID_12464	NEU1	0	0	2
ID_75437	FAM157B	0	0	1
ID_74991	UMAD1	0	0	1
ID_55119	GAL3ST3	0	0	1
ID_24793	NTN1	0	0	1
ID_25854	PCDHA9	0	0	2
ID_14691	PPP6C	0	0	2
ID_64420	ZFC3H1	0	0	1
ID_44277	MMP26	0	0	2
ID_34187	SEC31B	0	0	1
ID_3574	COL4A4	0	0	2
ID_52432	RIOK1	0	0	1
ID_10388	KRT32	0	0	1
ID_20373	XRCC4	0	0	1
ID_18658	TAF7	0	0	1
ID_69659	PRSS48	0	0	1
ID_68213	ARL10	0	0	1
ID_45644	KIDINS220	0	0	1
ID_58476	IFI27L1	0	0	3
ID_53805	MAP1LC3A	0	0	1
ID_45592	KIAA1210	0	0	1
ID_56044	TTC5	0	0	1
ID_20425	ZBTB14	0	0	1
ID_71722	KDM4E	0	0	2
ID_13073	OR1D2	0	0	4
ID_67694	KCTD1	0	0	2
ID_28997	NUDC	0	0	1
ID_40335	PAF1	0	0	1
ID_61036	WFDC6	0	0	1
ID_73660	POTEM	0	0	1
ID_67696	KCTD1	0	0	2
ID_37139	EHD2	0	0	1
ID_20361	XRCC1	0	0	1
ID_52413	ESPN	0	0	1
ID_55382	EFCAB12	0	0	1
ID_29625	KDELR1	0	0	2
ID_37538	TMED7	0	0	1
ID_33532	PISD	0	0	1
ID_60158	SLCO6A1	0	0	2
ID_29503	TRAFD1	0	0	2
ID_57980	TMC2	0	0	2
ID_5735	ERBB3	0	0	1
ID_27549	IGSF6	0	0	1
ID_28129	TAB1	0	0	1
ID_67552	C16orf91	0	0	1
ID_38715	ACTL6B	0	0	1
ID_16821	SAT1	0	0	1
ID_8245	HCRT	0	0	1
ID_68747	KCNK18	0	0	1
ID_11989	MYBPH	0	0	1
ID_54469	FAM222A	0	0	1
ID_64397	DNAH10	0	0	2
ID_61578	GSG1L	0	0	1
ID_65396	TMEM218	0	0	1
ID_51348	TMEM177	0	0	2
ID_33358	PRND	0	0	1
ID_17375	STIL	0	0	2
ID_45243	ADAMTSL3	0	0	1
ID_68663	KRTAP19-6	0	0	1
ID_51894	TRIM7	0	0	1
ID_50059	EFCC1	0	0	3
ID_15988	REG1A	0	0	1
ID_50461	PAQR6	0	0	1
ID_48703	DDX50	0	0	1
ID_33212	CDC42EP4	0	0	1
ID_8727	HOXC8	0	0	1
ID_76796	controlguide355	0	0	2
ID_36827	SNX12	0	0	2
ID_38939	TMEM138	0	0	2
ID_15703	RAB5C	0	0	2
ID_60434	MTPN	0	0	1
ID_69980	CCDC37	0	0	1
ID_50808	NAA15	0	0	1
ID_8976	HSP90AB1	0	0	1
ID_15094	PSEN1	0	0	2
ID_56511	MYL10	0	0	2
ID_25432	CLCA2	0	0	1
ID_61251	TTC36	0	0	2
ID_33113	SEZ6L	0	0	1
ID_13984	PIK3CD	0	0	1
ID_52167	DDX59	0	0	1
ID_62472	SGOL2	0	0	1
ID_19292	TLR5	0	0	1
ID_63322	TMTC2	0	0	2
ID_47748	TMEM168	0	0	3
ID_38730	POLK	0	0	1
ID_67450	C14orf80	0	0	1
ID_72777	IDNK	0	0	1
ID_16938	SCO1	0	0	1
ID_3158	CHI3L1	0	0	3
ID_61314	LYRM5	0	0	2
ID_28889	CSPG5	0	0	1
ID_123	ACAT2	0	0	2
ID_13690	PEX12	0	0	1
ID_63483	ADAD2	0	0	1
ID_31346	AKR7A3	0	0	3
ID_47729	WBSCR17	0	0	1
ID_75122	POM121C	0	0	1
ID_42423	STK32B	0	0	2
ID_48353	SLC26A6	0	0	1
ID_59803	SGPP2	0	0	1
ID_10783	LRCH4	0	0	2
ID_14847	PKN1	0	0	1
ID_46846	AVPI1	0	0	1
ID_3407	CLN3	0	0	1
ID_14918	MAPK13	0	0	2
ID_11605	MMP9	0	0	1
ID_42828	TTC27	0	0	1
ID_1982	C3AR1	0	0	1
ID_12082	MYL6	0	0	1
ID_869	APAF1	0	0	3
ID_54470	FAM222A	0	0	2
ID_31281	SIRT2	0	0	2
ID_42108	MRGBP	0	0	3
ID_41242	ACSM5	0	0	2
ID_53096	SETD3	0	0	1
ID_10036	KCNJ3	0	0	1
ID_71337	TMPRSS11F	0	0	1
ID_75445	CLDN24	0	0	1
ID_26368	MRC2	0	0	2
ID_2058	MYRF	0	0	2
ID_50591	FAM192A	0	0	1
ID_24205	FAIM3	0	0	1
ID_46199	CHD8	0	0	1
ID_62201	RNF187	0	0	2
ID_45822	MICAL3	0	0	3
ID_63993	GALNTL5	0	0	1
ID_62542	PP2D1	0	0	1
ID_10139	KCNS3	0	0	2
ID_63552	KRT28	0	0	2
ID_25306	PRDX6	0	0	1
ID_52622	WDR87	0	0	1
ID_69999	ZNF713	0	0	1
ID_25202	H2AFY	0	0	1
ID_3035	CENPC	0	0	2
ID_64374	METTL15	0	0	1
ID_40610	TRIT1	0	0	2
ID_59070	ZNF787	0	0	2
ID_59350	ZNF684	0	0	3
ID_2114	CA6	0	0	2
ID_21831	PLA2G6	0	0	1
ID_5069	DSC2	0	0	1
ID_8368	HK2	0	0	1
ID_48302	MRPS9	0	0	1
ID_64135	C10orf128	0	0	1
ID_31790	ATP10B	0	0	1
ID_24708	NMT2	0	0	1
ID_9064	HTR7	0	0	2
ID_55698	KIFC2	0	0	1
ID_582	ALAS1	0	0	1
ID_48542	GRAMD3	0	0	1
ID_57446	RAB42	0	0	2
ID_31943	SLC35D1	0	0	1
ID_47397	MAGEF1	0	0	2
ID_75677	MTRNR2L7	0	0	2
ID_33881	ASF1A	0	0	1
ID_52585	TM2D2	0	0	1
ID_53265	HSDL2	0	0	2
ID_26025	TOMM20	0	0	1
ID_27386	OLIG2	0	0	1
ID_16408	RPL28	0	0	1
ID_57120	EFHC1	0	0	1
ID_28024	TESK2	0	0	1
ID_73674	FAM110C	0	0	1
ID_52286	AMMECR1L	0	0	2
ID_5956	F3	0	0	2
ID_7934	GTF2E1	0	0	1
ID_49332	RNF128	0	0	2
ID_22733	B3GALT4	0	0	1
ID_73024	ODF3B	0	0	2
ID_18479	SULT1C2	0	0	1
ID_43117	ZNF334	0	0	1
ID_76114	RPS10-NUDT3	0	0	2
ID_19397	TNNI2	0	0	1
ID_19081	TGFB1I1	0	0	1
ID_7830	GRP	0	0	1
ID_17563	SLC7A1	0	0	1
ID_50982	WDR26	0	0	2
ID_69216	ZC3H12B	0	0	1
ID_12287	NDUFA6	0	0	2
ID_67623	TTLL6	0	0	1
ID_56723	RP1L1	0	0	1
ID_54846	MYLK2	0	0	1
ID_33521	SDF2L1	0	0	2
ID_55877	RSAD2	0	0	2
ID_52125	LRRC48	0	0	1
ID_62181	CCDC24	0	0	1
ID_53065	CHD6	0	0	1
ID_11749	CITED1	0	0	1
ID_74341	SFTPA1	0	0	1
ID_40461	MPHOSPH8	0	0	1
ID_9230	IFNA10	0	0	1
ID_59789	PLEKHH2	0	0	2
ID_32975	GLTSCR1L	0	0	1
ID_5189	DVL3	0	0	1
ID_38404	BPIFA1	0	0	1
ID_64979	FAM153B	0	0	1
ID_60563	C9orf41	0	0	1
ID_25516	IQCB1	0	0	1
ID_72015	GDF6	0	0	1
ID_4057	CSN2	0	0	1
ID_58759	HSF5	0	0	1
ID_10728	LMO7	0	0	2
ID_15256	PSMD5	0	0	1
ID_3784	CPD	0	0	1
ID_37095	KCNIP2	0	0	1
ID_31425	RIMS1	0	0	1
ID_9117	ID1	0	0	1
ID_65483	OR5B21	0	0	1
ID_12495	NFATC2	0	0	1
ID_44263	EIF4ENIF1	0	0	2
ID_33464	SGK3	0	0	2
ID_6766	GABRB2	0	0	1
ID_56931	CDCA5	0	0	1
ID_31133	ZBTB1	0	0	2
ID_18160	SRC	0	0	1
ID_14135	PLCG2	0	0	1
ID_51291	PRR3	0	0	2
ID_13675	PEX1	0	0	1
ID_68988	C1orf228	0	0	1
ID_10470	LAMA4	0	0	1
ID_41034	HAUS4	0	0	2
ID_55619	CEP95	0	0	1
ID_5415	EIF1AX	0	0	1
ID_21803	OR1E1	0	0	1
ID_8619	HNRNPU	0	0	1
ID_41768	PNPO	0	0	1
ID_75419	FOXO6	0	0	1
ID_39202	MRPL48	0	0	1
ID_34550	TOR1AIP1	0	0	3
ID_9303	IGF2R	0	0	1
ID_22391	LY6D	0	0	1
ID_25645	CROCC	0	0	1
ID_48820	PRRG4	0	0	1
ID_41071	OCIAD1	0	0	2
ID_76324	TBC1D3L	0	0	2
ID_12809	NPTX1	0	0	1
ID_55091	UMODL1	0	0	1
ID_61827	ZNF417	0	0	1
ID_24495	ZNHIT3	0	0	1
ID_69928	CLEC18A	0	0	1
ID_66608	TMEM211	0	0	4
ID_20051	USF2	0	0	1
ID_34729	OR1C1	0	0	2
ID_64367	ANTXRL	0	0	1
ID_67906	OR2L13	0	0	1
ID_54519	RAB2B	0	0	2
ID_34480	GIGYF2	0	0	3
ID_22500	DNAH17	0	0	2
ID_40411	RRN3	0	0	1
ID_43675	ZNF395	0	0	1
ID_46113	USP28	0	0	1
ID_49870	ZNF668	0	0	1
ID_10198	KIR3DL2	0	0	2
ID_34782	PHGDH	0	0	2
ID_24343	STK17B	0	0	1
ID_22745	B3GALT1	0	0	1
ID_15543	PURA	0	0	1
ID_53684	FAM120B	0	0	2
ID_3988	CRYGS	0	0	3
ID_61307	FAM101A	0	0	2
ID_35086	HEYL	0	0	1
ID_21842	SOX14	0	0	1
ID_42006	LRRC1	0	0	3
ID_54540	ZNRF1	0	0	2
ID_45937	SYT13	0	0	1
ID_70806	C10orf99	0	0	1
ID_17513	SLC5A5	0	0	2
ID_45593	KIAA1210	0	0	1
ID_6613	FTL	0	0	4
ID_23901	ATP6V0D1	0	0	1
ID_52817	HDHD2	0	0	2
ID_14828	PRKCD	0	0	2
ID_71540	NKX1-2	0	0	1
ID_21970	CUL4B	0	0	1
ID_20018	UQCRB	0	0	1
ID_32820	ATP1B4	0	0	1
ID_74006	USP17L4	0	0	1
ID_49079	ZNF343	0	0	1
ID_16277	RPA1	0	0	1
ID_63765	APCDD1L	0	0	1
ID_12386	NDUFS6	0	0	1
ID_22823	RNGTT	0	0	1
ID_51438	GRIP2	0	0	1
ID_73235	OR2B3	0	0	1
ID_29948	SLC35D2	0	0	1
ID_48533	CAPRIN2	0	0	1
ID_27714	TCIRG1	0	0	2
ID_25619	NUP93	0	0	1
ID_14590	PPP1R3D	0	0	1
ID_42643	ZNF823	0	0	1
ID_27462	HNRNPR	0	0	1
ID_76206	TIMM23B	0	0	1
ID_18968	TEF	0	0	2
ID_65074	NAIF1	0	0	1
ID_13951	PIGR	0	0	1
ID_451	AP2A1	0	0	1
ID_56909	KTI12	0	0	1
ID_7960	GTF2H3	0	0	1
ID_75238	CCDC152	0	0	1
ID_13217	P4HB	0	0	2
ID_63954	LIX1	0	0	2
ID_48427	UPF3A	0	0	1
ID_68124	ZNF852	0	0	1
ID_44966	RPGRIP1	0	0	2
ID_32481	TTC28	0	0	1
ID_49060	PRR15L	0	0	2
ID_36962	DONSON	0	0	1
ID_27643	RGS19	0	0	1
ID_41203	SLC35F6	0	0	1
ID_5421	EIF2B1	0	0	1
ID_25595	KDM4A	0	0	1
ID_54233	TXNDC17	0	0	2
ID_21300	PABPN1	0	0	1
ID_59432	ARL8A	0	0	2
ID_56460	OLFM2	0	0	1
ID_57557	DIS3L	0	0	1
ID_15726	RAD21	0	0	1
ID_43849	SMG9	0	0	4
ID_51187	DCAF11	0	0	2
ID_40663	NDE1	0	0	1
ID_45804	ZNF624	0	0	2
ID_11680	MOG	0	0	2
ID_72995	LRRC52	0	0	1
ID_28666	TRIM3	0	0	1
ID_46620	OSTC	0	0	1
ID_24138	ZBED1	0	0	2
ID_17543	SLC6A8	0	0	2
ID_18211	SRP54	0	0	1
ID_21702	HIST1H3D	0	0	1
ID_66164	DEFB121	0	0	1
ID_67124	IFNL2	0	0	1
ID_64255	ZNF384	0	0	1
ID_14380	POLR2E	0	0	1
ID_63368	CCDC63	0	0	1
ID_20202	VTN	0	0	1
ID_35996	HPGDS	0	0	1
ID_29231	HSPH1	0	0	1
ID_14701	NPY4R	0	0	1
ID_57978	TMC2	0	0	1
ID_2623	CD27	0	0	1
ID_46623	SCAF1	0	0	1
ID_28040	PGRMC2	0	0	1
ID_21658	HIST1H2BL	0	0	1
ID_66828	KANK3	0	0	1
ID_19853	UBE2E2	0	0	1
ID_69415	SLFN14	0	0	1
ID_11528	MLH1	0	0	1
ID_39510	TUBA8	0	0	2
ID_25927	BCLAF1	0	0	1
ID_38026	MYO15A	0	0	1
ID_59518	OR6P1	0	0	1
ID_12739	NOTCH4	0	0	1
ID_48384	TMEM237	0	0	1
ID_27603	UBE4B	0	0	1
ID_87	ACAA1	0	0	1
ID_27507	HRSP12	0	0	2
ID_70575	RAB15	0	0	3
ID_54763	KRTAP4-5	0	0	1
ID_14686	PPP5C	0	0	1
ID_26710	GNPDA1	0	0	1
ID_55401	ZNF766	0	0	1
ID_59253	HIST2H3C	0	0	1
ID_12692	NOP2	0	0	1
ID_43165	BTBD7	0	0	4
ID_69959	C22orf34	0	0	1
ID_23754	ANGPTL1	0	0	2
ID_58979	OR1M1	0	0	2
ID_69896	TBX10	0	0	1
ID_6389	FOXD4	0	0	1
ID_50642	FBXL18	0	0	2
ID_72589	OR2T27	0	0	1
ID_21319	ANP32A	0	0	1
ID_41806	MRPS10	0	0	1
ID_59728	TAF8	0	0	1
ID_116	ACADVL	0	0	1
ID_35286	OR1L1	0	0	2
ID_62526	GPR155	0	0	1
ID_16116	RGS12	0	0	1
ID_44596	PAK6	0	0	1
ID_67622	TTLL6	0	0	1
ID_62361	C2orf15	0	0	1
ID_3907	CRK	0	0	3
ID_39886	SLC38A2	0	0	1
ID_14934	MAP2K5	0	0	1
ID_18929	TDG	0	0	1
ID_9115	ICT1	0	0	1
ID_64514	ACSF3	0	0	1
ID_38492	RSRC1	0	0	1
ID_20433	ZFX	0	0	1
ID_74224	GATSL3	0	0	1
ID_8620	HNRNPU	0	0	1
ID_22575	DDX3Y	0	0	1
ID_16500	RPS4X	0	0	1
ID_69957	C22orf34	0	0	1
ID_58851	SGK494	0	0	1
ID_31465	GOLGA8A	0	0	3
ID_43166	BTBD7	0	0	1
ID_16820	TSPAN31	0	0	2
ID_6908	GATA1	0	0	1
ID_60701	ADGRG4	0	0	1
ID_64429	CCER1	0	0	1
ID_24060	PCSK7	0	0	2
ID_50945	COQ10B	0	0	1
ID_11093	MAOA	0	0	1
ID_36184	CDH19	0	0	1
ID_73996	LINGO3	0	0	1
ID_22683	KRT38	0	0	1
ID_62468	PPP1R1C	0	0	3
ID_40775	FAM83E	0	0	1
ID_62581	MB21D2	0	0	1
ID_2707	CD44	0	0	1
ID_48430	UPF3A	0	0	1
ID_62819	TTC23L	0	0	2
ID_68996	SLC35E4	0	0	2
ID_44236	PRMT8	0	0	1
ID_51162	KCNIP4	0	0	1
ID_7433	GOT2	0	0	1
ID_65252	OR5L1	0	0	2
ID_23843	UNC119	0	0	1
ID_76426	LOC102724862	0	0	1
ID_32551	HAUS5	0	0	1
ID_11816	MT1E	0	0	1
ID_30357	FAM107A	0	0	1
ID_7851	GSK3A	0	0	1
ID_8957	HSPB1	0	0	1
ID_45607	ESYT2	0	0	2
ID_7390	GNL1	0	0	2
ID_75409	KRTAP25-1	0	0	1
ID_73760	TMEM72	0	0	1
ID_22349	RRP1	0	0	1
ID_65440	MRPL21	0	0	1
ID_22754	TNK1	0	0	1
ID_24541	SNAP29	0	0	1
ID_54857	MICALL1	0	0	1
ID_40235	DDX49	0	0	1
ID_7162	GJB1	0	0	1
ID_48490	COA7	0	0	1
ID_62044	TMEM56	0	0	2
ID_13747	PFKFB3	0	0	1
ID_29344	LILRB1	0	0	1
ID_57207	TUBGCP5	0	0	2
ID_55821	UAP1L1	0	0	1
ID_26643	REC8	0	0	1
ID_22464	CDK13	0	0	1
ID_11807	MT1A	0	0	1
ID_52252	RASSF5	0	0	1
ID_56689	ORMDL3	0	0	1
ID_64961	PRIMPOL	0	0	2
ID_67388	GXYLT1	0	0	1
ID_55035	TSLP	0	0	1
ID_38817	GPR89B	0	0	2
ID_31561	PDXDC1	0	0	1
ID_20225	EIF4H	0	0	1
ID_75065	PPIAL4E	0	0	1
ID_6716	XRCC6	0	0	2
ID_27162	EBI3	0	0	1
ID_68068	EOGT	0	0	1
ID_17172	SFPQ	0	0	1
ID_39060	FAM49B	0	0	2
ID_70991	TMEM220	0	0	1
ID_53035	C19orf44	0	0	1
ID_1529	AVPR1B	0	0	1
ID_5399	EGR2	0	0	1
ID_22318	PRPF18	0	0	1
ID_75019	RFPL4AL1	0	0	2
ID_15042	PRSS2	0	0	3
ID_8087	HIST1H1C	0	0	1
ID_44764	PRDM11	0	0	1
ID_36758	SNX15	0	0	1
ID_43104	NECAP2	0	0	1
ID_41082	FAM206A	0	0	2
ID_18676	TAF12	0	0	2
ID_32105	XPO6	0	0	2
ID_54988	CEP295	0	0	1
ID_24526	CNOT8	0	0	1
ID_13790	PGAM2	0	0	2
ID_18518	SURF2	0	0	2
ID_26468	KIF14	0	0	2
ID_15939	RBP2	0	0	1
ID_9311	IGFBP1	0	0	1
ID_12034	MYH4	0	0	1
ID_29018	STAG3	0	0	1
ID_16415	RPL31	0	0	1
ID_37400	TAS2R14	0	0	1
ID_74807	ZNF736	0	0	1
ID_30116	PTPN21	0	0	2
ID_33050	SRRM2	0	0	1
ID_21166	PSCA	0	0	2
ID_32281	EXOC7	0	0	1
ID_42489	MCM10	0	0	1
ID_51218	PDCD1LG2	0	0	1
ID_44983	TIGAR	0	0	2
ID_50345	ATAD5	0	0	2
ID_7385	GNGT2	0	0	2
ID_30809	U2AF2	0	0	1
ID_28243	SEC23B	0	0	1
ID_65957	SRRM3	0	0	1
ID_26547	HS3ST4	0	0	1
ID_41111	C1orf27	0	0	1
ID_748	AMPD3	0	0	1
ID_74207	PPP1R3G	0	0	1
ID_10212	KLK1	0	0	1
ID_19649	TSNAX	0	0	1
ID_14140	PLD1	0	0	1
ID_61738	TMC8	0	0	2
ID_63286	NKX2-3	0	0	1
ID_63988	C6orf118	0	0	1
ID_2386	CAV1	0	0	1
ID_74142	RNF225	0	0	1
ID_69327	OR6C2	0	0	4
ID_37310	ARHGEF3	0	0	1
ID_4504	DGKQ	0	0	1
ID_74491	SSX2B	0	0	1
ID_47649	ARHGAP9	0	0	1
ID_56285	ZNF764	0	0	1
ID_71039	CLEC17A	0	0	1
