"./T0-Control.fastq.gz" "./T8-APR-246.fastq.gz" "./T8-Vehicle.fastq.gz"
"ID_71183" 1 0 0
"ID_71184" 3 0 0
"ID_71185" 3 0 2
"ID_71186" 3 2 3
"ID_71187" 0 2 1
"ID_71188" 3 1 3
"ID_71189" 3 3 0
"ID_71190" 2 1 5
"ID_71191" 2 2 2
"ID_71192" 8 5 1
"ID_71193" 1 0 0
"ID_71194" 2 2 3
"ID_71195" 1 1 1
"ID_71196" 2 2 4
"ID_71197" 5 4 3
"ID_71198" 2 0 0
"ID_71199" 0 1 1
"ID_71200" 1 2 1
"ID_71201" 1 1 0
"ID_71202" 1 2 1
"ID_71203" 1 1 2
"ID_71204" 3 1 2
"ID_71205" 2 2 5
"ID_71206" 0 2 0
"ID_71207" 0 2 2
"ID_71208" 0 0 0
"ID_71209" 1 0 2
"ID_71210" 0 3 0
"ID_71211" 3 2 0
"ID_71212" 2 0 1
"ID_71213" 2 0 2
"ID_71214" 2 3 0
"ID_71215" 2 2 1
"ID_71216" 4 1 2
"ID_71217" 0 4 1
"ID_71218" 0 1 0
"ID_71219" 0 2 2
"ID_71220" 2 0 7
"ID_71221" 1 0 4
"ID_71222" 0 0 0
"ID_71223" 1 2 0
"ID_71224" 2 1 4
"ID_71225" 5 4 1
"ID_71226" 3 6 3
"ID_71227" 1 6 4
"ID_71228" 8 6 6
"ID_71229" 3 9 6
"ID_71230" 7 2 1
"ID_71231" 1 1 1
"ID_71232" 3 4 4
"ID_71233" 0 0 0
"ID_71234" 0 0 0
"ID_71235" 1 0 0
"ID_71236" 2 0 0
"ID_71237" 0 0 2
"ID_71238" 1 1 0
"ID_71239" 0 0 1
"ID_71240" 0 0 0
"ID_71241" 5 3 3
"ID_71242" 0 0 0
"ID_71243" 1 1 1
"ID_71244" 1 2 3
"ID_71245" 1 2 3
"ID_71246" 0 3 1
"ID_71247" 0 4 3
"ID_71248" 2 2 0
"ID_71249" 2 3 2
"ID_71250" 1 1 3
"ID_71251" 0 1 0
"ID_71252" 0 0 0
"ID_71253" 3 0 0
"ID_71254" 2 1 3
"ID_71255" 5 7 3
"ID_71256" 2 3 3
"ID_71257" 0 1 1
"ID_71258" 0 0 4
"ID_71259" 5 4 4
"ID_71260" 0 0 1
"ID_71261" 2 1 1
"ID_71262" 3 2 8
"ID_71263" 0 2 1
"ID_71264" 0 3 5
"ID_71265" 4 5 3
"ID_71266" 2 3 3
"ID_71267" 3 2 0
"ID_71268" 1 1 1
"ID_71269" 4 6 2
"ID_71270" 3 5 4
"ID_71271" 1 1 1
"ID_71272" 1 0 0
"ID_71273" 0 4 3
"ID_71274" 2 5 4
"ID_71275" 1 1 0
"ID_71276" 0 3 1
"ID_71277" 4 2 4
"ID_71278" 3 0 1
"ID_71279" 3 0 1
"ID_71280" 1 5 2
"ID_71281" 4 1 7
"ID_71282" 0 3 3
"ID_71283" 2 2 1
"ID_71284" 5 4 3
"ID_71285" 2 4 1
"ID_71286" 6 1 7
"ID_71287" 3 5 2
"ID_71288" 5 1 2
"ID_71289" 4 3 0
"ID_71290" 4 3 6
"ID_71291" 0 3 2
"ID_71292" 1 1 5
"ID_71293" 1 1 2
"ID_71294" 3 2 2
"ID_71295" 2 0 0
"ID_71296" 1 2 1
"ID_71297" 11 3 2
"ID_71298" 6 5 4
"ID_71299" 6 3 3
"ID_71300" 4 1 1
"ID_71301" 4 6 7
"ID_71302" 5 9 2
"ID_71303" 1 0 1
"ID_71304" 5 6 4
"ID_71305" 1 1 1
"ID_71306" 2 2 1
"ID_71307" 0 0 0
"ID_71308" 1 5 7
"ID_71309" 3 1 2
"ID_71310" 6 1 2
"ID_71311" 5 0 3
"ID_71312" 0 0 1
"ID_71313" 7 3 3
"ID_71314" 2 2 5
"ID_71315" 3 3 1
"ID_71316" 2 3 1
"ID_71317" 3 4 4
"ID_71318" 1 1 2
"ID_71319" 1 2 4
"ID_71320" 6 5 7
"ID_71321" 3 2 3
"ID_71322" 2 0 1
"ID_71323" 4 2 3
"ID_71324" 4 4 4
"ID_71325" 2 2 5
"ID_71326" 2 2 1
"ID_71327" 6 1 1
"ID_71328" 2 2 1
"ID_71329" 14 8 8
"ID_71330" 6 6 5
"ID_71331" 1 4 6
"ID_71332" 0 1 0
"ID_71333" 3 2 4
"ID_71334" 5 2 0
"ID_71335" 4 2 5
"ID_71336" 2 1 1
"ID_71337" 1 1 0
"ID_71338" 1 1 0
"ID_71339" 3 2 2
"ID_71340" 0 1 1
"ID_71341" 0 0 2
"ID_71342" 0 0 0
"ID_71343" 6 2 6
"ID_71344" 9 4 9
"ID_71345" 1 0 1
"ID_71346" 0 0 1
"ID_71347" 0 0 0
"ID_71348" 2 0 0
"ID_71349" 0 0 0
"ID_71350" 0 0 1
"ID_71351" 0 1 1
"ID_71352" 1 0 0
"ID_71353" 6 5 6
"ID_71354" 0 1 0
"ID_71355" 0 0 1
"ID_71356" 5 3 3
"ID_71357" 2 0 2
"ID_71358" 1 1 3
"ID_71359" 2 3 1
"ID_71360" 6 4 6
"ID_71361" 2 0 3
"ID_71362" 1 0 0
"ID_71363" 2 0 1
"ID_71364" 5 3 2
"ID_71365" 0 0 0
"ID_71366" 1 0 0
"ID_71367" 0 0 0
"ID_71368" 2 0 1
"ID_71369" 6 1 2
"ID_71370" 3 5 1
"ID_71371" 3 3 1
"ID_71372" 1 1 1
"ID_71373" 0 1 2
"ID_71374" 1 1 1
"ID_71375" 2 1 0
"ID_71376" 1 0 2
"ID_71377" 2 1 0
"ID_71378" 1 0 1
"ID_71379" 5 2 1
"ID_71380" 2 1 2
"ID_71381" 7 2 2
"ID_71382" 0 0 1
"ID_71383" 0 0 0
"ID_71384" 2 3 2
"ID_71385" 6 2 1
"ID_71386" 0 3 0
"ID_71387" 5 0 2
"ID_71388" 4 3 2
"ID_71389" 4 7 5
"ID_71390" 5 3 5
"ID_71391" 5 2 4
"ID_71392" 3 1 1
"ID_71393" 8 5 5
"ID_71394" 0 3 2
"ID_71395" 2 2 2
"ID_71396" 1 3 2
"ID_71397" 0 2 1
"ID_71398" 1 0 5
"ID_71399" 1 1 5
"ID_71400" 0 1 0
"ID_71401" 3 1 3
"ID_71402" 0 0 2
"ID_71403" 1 0 0
"ID_71404" 1 3 1
"ID_71405" 0 2 0
"ID_71406" 0 0 0
"ID_71407" 3 0 0
"ID_71408" 1 0 2
"ID_71409" 1 1 1
"ID_71410" 3 1 1
"ID_71411" 0 0 0
"ID_71412" 1 0 0
"ID_71413" 3 1 2
"ID_71414" 3 3 0
"ID_71415" 6 2 2
"ID_71416" 0 1 1
"ID_71417" 2 2 2
"ID_71418" 2 0 0
"ID_71419" 0 1 0
"ID_71420" 1 0 0
"ID_71421" 2 3 4
"ID_71422" 4 4 2
"ID_71423" 1 2 5
"ID_71424" 5 1 3
"ID_71425" 0 2 3
"ID_71426" 3 2 1
"ID_71427" 2 1 0
"ID_71428" 6 0 1
"ID_71429" 0 0 0
"ID_71430" 0 0 1
"ID_71431" 3 1 1
"ID_71432" 3 10 7
"ID_71433" 3 3 4
"ID_71434" 1 1 1
"ID_71435" 6 3 3
"ID_71436" 8 1 2
"ID_71437" 3 2 4
"ID_71438" 2 1 3
"ID_71439" 4 4 1
"ID_71440" 1 2 3
"ID_71441" 3 6 7
"ID_71442" 2 1 1
"ID_71443" 2 4 4
"ID_71444" 0 2 2
"ID_71445" 5 0 1
"ID_71446" 4 1 1
"ID_71447" 1 1 0
"ID_71448" 6 3 1
"ID_71449" 1 2 4
"ID_71450" 2 0 0
"ID_71451" 1 4 3
"ID_71452" 3 0 8
"ID_71453" 6 5 1
"ID_71454" 2 3 4
"ID_71455" 3 1 2
"ID_71456" 3 5 2
"ID_71457" 1 1 0
"ID_71458" 1 0 0
"ID_71459" 2 0 0
"ID_71460" 0 0 1
"ID_71461" 1 5 3
"ID_71462" 3 1 4
"ID_71463" 1 0 0
"ID_71464" 1 1 0
"ID_71465" 8 7 6
"ID_71466" 6 6 7
"ID_71467" 8 3 5
"ID_71468" 3 2 4
"ID_71469" 4 2 1
"ID_71470" 1 0 1
"ID_71471" 1 0 3
"ID_71472" 0 0 2
"ID_71473" 1 1 0
"ID_71474" 0 2 0
"ID_71475" 3 4 3
"ID_71476" 1 0 0
"ID_71477" 5 0 11
"ID_71478" 2 5 2
"ID_71479" 1 1 2
"ID_71480" 3 1 0
"ID_71481" 5 0 6
"ID_71482" 3 3 3
"ID_71483" 2 3 1
"ID_71484" 3 2 2
"ID_71485" 1 0 3
"ID_71486" 0 2 1
"ID_71487" 0 3 1
"ID_71488" 1 1 0
"ID_71489" 0 1 2
"ID_71490" 2 3 1
"ID_71491" 0 0 1
"ID_71492" 4 1 4
"ID_71493" 1 1 3
"ID_71494" 4 1 4
"ID_71495" 1 3 0
"ID_71496" 0 0 1
"ID_71497" 3 2 1
"ID_71498" 3 1 0
"ID_71499" 2 2 3
"ID_71500" 2 0 0
"ID_71501" 1 0 3
"ID_71502" 2 1 3
"ID_71503" 6 7 6
"ID_71504" 4 6 3
"ID_71505" 4 1 2
"ID_71506" 2 2 4
"ID_71507" 0 1 1
"ID_71508" 7 4 5
"ID_71509" 2 2 8
"ID_71510" 3 4 4
"ID_71511" 1 2 2
"ID_71512" 3 1 2
"ID_71513" 3 2 4
"ID_71514" 0 1 0
"ID_71515" 5 4 8
"ID_71516" 2 5 3
"ID_71517" 4 6 0
"ID_71518" 7 3 8
"ID_71519" 1 0 1
"ID_71520" 1 4 1
"ID_71521" 3 5 2
"ID_71522" 2 3 2
"ID_71523" 5 1 1
"ID_71524" 6 1 5
"ID_71525" 1 2 1
"ID_71526" 6 0 3
"ID_71527" 2 1 1
"ID_71528" 1 0 1
"ID_71529" 2 1 1
"ID_71530" 0 0 0
"ID_71531" 0 1 2
"ID_71532" 0 2 3
"ID_71533" 6 3 1
"ID_71534" 2 0 4
"ID_71535" 1 4 0
"ID_71536" 3 1 1
"ID_71537" 2 2 3
"ID_71538" 1 4 1
"ID_71539" 4 1 3
"ID_71540" 0 1 0
"ID_71541" 0 1 2
"ID_71542" 3 1 2
"ID_71543" 0 0 2
"ID_71544" 1 2 0
"ID_71545" 2 0 1
"ID_71546" 2 0 0
"ID_71547" 2 0 1
"ID_71548" 4 2 3
"ID_71549" 5 14 5
"ID_71550" 6 9 4
"ID_71551" 1 0 2
"ID_71552" 1 1 0
"ID_71553" 4 2 1
"ID_71554" 0 1 1
"ID_71555" 2 2 2
"ID_71556" 3 7 4
"ID_71557" 1 0 0
"ID_71558" 4 2 3
"ID_71559" 2 0 0
"ID_71560" 1 5 6
"ID_71561" 1 2 5
"ID_71562" 3 2 2
"ID_71563" 4 2 4
"ID_71564" 2 7 0
"ID_71565" 7 0 1
"ID_71566" 0 0 2
"ID_71567" 1 0 0
"ID_71568" 0 1 2
"ID_71569" 1 5 0
"ID_71570" 1 0 0
"ID_71571" 1 3 1
"ID_71572" 5 3 3
"ID_71573" 1 3 2
"ID_71574" 7 3 2
"ID_71575" 3 4 2
"ID_71576" 4 2 1
"ID_71577" 3 4 3
"ID_71578" 8 3 8
"ID_71579" 0 1 2
"ID_71580" 6 5 4
"ID_71581" 2 4 2
"ID_71582" 1 3 2
"ID_71583" 0 5 4
"ID_71584" 2 3 3
"ID_71585" 6 3 3
"ID_71586" 1 2 4
"ID_71587" 2 4 0
"ID_71588" 1 2 0
"ID_71589" 1 6 2
"ID_71590" 0 4 1
"ID_71591" 5 3 10
"ID_71592" 4 0 2
"ID_71593" 0 3 0
"ID_71594" 1 3 4
"ID_71595" 0 0 0
"ID_71596" 2 4 4
"ID_71597" 4 2 2
"ID_71598" 6 2 0
"ID_71599" 5 2 5
"ID_71600" 1 4 1
"ID_71601" 2 3 2
"ID_71602" 2 3 3
"ID_71603" 3 4 5
"ID_71604" 4 0 2
"ID_71605" 1 3 1
"ID_71606" 3 0 3
"ID_71607" 0 0 1
"ID_71608" 3 2 2
"ID_71609" 2 4 3
"ID_71610" 4 3 2
"ID_71611" 4 2 3
"ID_71612" 8 1 6
"ID_71613" 2 1 1
"ID_71614" 0 2 4
"ID_71615" 2 6 2
"ID_71616" 2 0 1
"ID_71617" 5 15 7
"ID_71618" 1 10 3
"ID_71619" 2 0 0
"ID_71620" 11 5 1
"ID_71621" 7 6 3
"ID_71622" 4 2 2
"ID_71623" 4 2 5
"ID_71624" 1 1 2
"ID_71625" 0 4 3
"ID_71626" 3 2 7
"ID_71627" 1 0 1
"ID_71628" 4 2 0
"ID_71629" 0 3 3
"ID_71630" 2 1 1
"ID_71631" 2 4 5
"ID_71632" 0 0 4
"ID_71633" 2 1 1
"ID_71634" 3 6 3
"ID_71635" 2 2 2
"ID_71636" 1 2 4
"ID_71637" 3 4 2
"ID_71638" 2 4 7
"ID_71639" 6 2 5
"ID_71640" 4 3 3
"ID_71641" 2 0 0
"ID_71642" 0 0 3
"ID_71643" 0 2 1
"ID_71644" 1 1 3
"ID_71645" 0 1 0
"ID_71646" 2 1 1
"ID_71647" 0 1 5
"ID_71648" 4 1 2
"ID_71649" 2 0 0
"ID_71650" 2 2 0
"ID_71651" 2 3 2
"ID_71652" 5 2 5
"ID_71653" 7 2 0
"ID_71654" 1 0 0
"ID_71655" 1 2 1
"ID_71656" 5 3 6
"ID_71657" 2 2 0
"ID_71658" 2 2 0
"ID_71659" 3 7 4
"ID_71660" 1 1 1
"ID_71661" 1 8 5
"ID_71662" 1 2 0
"ID_71663" 1 3 1
"ID_71664" 0 0 1
"ID_71665" 3 1 8
"ID_71666" 2 2 2
"ID_71667" 0 1 0
"ID_71668" 4 5 2
"ID_71669" 1 1 3
"ID_71670" 1 0 0
"ID_71671" 0 1 1
"ID_71672" 1 2 2
"ID_71673" 2 5 2
"ID_71674" 4 2 4
"ID_71675" 5 5 11
"ID_71676" 5 1 2
"ID_71677" 3 4 4
"ID_71678" 10 2 6
"ID_71679" 2 3 1
"ID_71680" 3 1 2
"ID_71681" 2 0 0
"ID_71682" 1 3 2
"ID_71683" 4 0 2
"ID_71684" 3 0 3
"ID_71685" 1 2 2
"ID_71686" 3 2 2
"ID_71687" 4 3 4
"ID_71688" 4 2 1
"ID_71689" 3 2 5
"ID_71690" 1 0 2
"ID_71691" 2 1 0
"ID_71692" 4 1 2
"ID_71693" 1 0 0
"ID_71694" 3 0 2
"ID_71695" 3 2 2
"ID_71696" 2 0 1
"ID_71697" 0 0 1
"ID_71698" 2 1 3
"ID_71699" 0 1 0
"ID_71700" 2 1 0
"ID_71701" 2 1 1
"ID_71702" 0 1 0
"ID_71703" 1 1 1
"ID_71704" 0 0 0
"ID_71705" 4 3 3
"ID_71706" 1 4 0
"ID_71707" 1 0 2
"ID_71708" 0 0 0
"ID_71709" 0 0 0
"ID_71710" 3 1 0
"ID_71711" 3 3 0
"ID_71712" 1 1 1
"ID_71713" 1 4 2
"ID_71714" 1 0 2
"ID_71715" 0 0 0
"ID_71716" 2 1 0
"ID_71717" 10 3 8
"ID_71718" 9 6 5
"ID_71719" 5 4 2
"ID_71720" 1 1 1
"ID_71721" 3 2 1
"ID_71722" 0 2 0
"ID_71723" 0 1 1
"ID_71724" 2 0 1
"ID_71725" 1 2 2
"ID_71726" 1 3 3
"ID_71727" 3 3 4
"ID_71728" 2 7 4
"ID_71729" 3 3 3
"ID_71730" 1 1 0
"ID_71731" 0 0 4
"ID_71732" 2 0 1
"ID_71733" 1 0 0
"ID_71734" 9 8 5
"ID_71735" 1 2 2
"ID_71736" 1 3 2
"ID_71737" 4 1 2
"ID_71738" 2 3 2
"ID_71739" 5 6 0
"ID_71740" 4 1 2
"ID_71741" 2 1 2
"ID_71742" 1 2 0
"ID_71743" 2 0 4
"ID_71744" 2 3 2
"ID_71745" 5 5 2
"ID_71746" 1 5 2
"ID_71747" 5 3 2
"ID_71748" 2 1 1
"ID_71749" 6 1 2
"ID_71750" 2 2 2
"ID_71751" 1 2 5
"ID_71752" 6 3 0
"ID_71753" 1 2 3
"ID_71754" 3 1 3
"ID_71755" 2 2 1
"ID_71756" 1 1 0
"ID_71757" 3 3 3
"ID_71758" 2 1 0
"ID_71759" 0 0 0
"ID_71760" 3 2 0
"ID_71761" 2 1 1
"ID_71762" 3 3 5
"ID_71763" 4 0 2
"ID_71764" 0 2 2
"ID_71765" 4 8 3
"ID_71766" 9 7 3
"ID_71767" 4 1 5
"ID_71768" 2 4 10
"ID_71769" 4 5 2
"ID_71770" 5 9 5
"ID_71771" 1 2 5
"ID_71772" 5 1 3
"ID_71773" 2 2 0
"ID_71774" 1 0 6
"ID_71775" 1 2 0
"ID_71776" 4 2 2
"ID_71777" 1 0 0
"ID_71778" 0 1 1
"ID_71779" 3 2 3
"ID_71780" 4 0 2
"ID_71781" 2 1 3
"ID_71782" 4 2 2
"ID_71783" 5 1 0
"ID_71784" 3 1 3
"ID_71785" 0 1 0
"ID_71786" 5 0 5
"ID_71787" 2 2 0
"ID_71788" 1 4 1
"ID_71789" 1 1 1
"ID_71790" 3 0 1
"ID_71791" 3 1 5
"ID_71792" 2 3 5
"ID_71793" 3 2 1
"ID_71794" 1 0 5
"ID_71795" 0 2 3
"ID_71796" 5 3 7
"ID_71797" 0 0 0
"ID_71798" 3 1 2
"ID_71799" 2 0 2
"ID_71800" 3 2 2
"ID_71801" 3 9 3
"ID_71802" 3 0 1
"ID_71803" 4 1 5
"ID_71804" 1 1 0
"ID_71805" 0 0 1
"ID_71806" 0 0 0
"ID_71807" 5 0 0
"ID_71808" 3 0 3
"ID_71809" 0 0 0
"ID_71810" 2 0 0
"ID_71811" 2 1 0
"ID_71812" 1 0 0
"ID_71813" 7 3 2
"ID_71814" 2 1 1
"ID_71815" 3 3 1
"ID_71816" 2 3 1
"ID_71817" 2 0 3
"ID_71818" 1 4 0
"ID_71819" 1 0 2
"ID_71820" 4 2 1
"ID_71821" 1 0 2
"ID_71822" 2 3 2
"ID_71823" 1 0 0
"ID_71824" 1 0 0
"ID_71825" 4 5 4
"ID_71826" 2 0 0
"ID_71827" 3 3 2
"ID_71828" 4 0 3
"ID_71829" 1 0 1
"ID_71830" 1 0 0
"ID_71831" 2 2 1
"ID_71832" 1 2 4
"ID_71833" 1 2 3
"ID_71834" 3 2 1
"ID_71835" 3 0 0
"ID_71836" 3 4 4
"ID_71837" 1 0 0
"ID_71838" 2 5 5
"ID_71839" 1 2 1
"ID_71840" 1 1 0
"ID_71841" 8 2 8
"ID_71842" 4 0 3
"ID_71843" 0 4 4
"ID_71844" 2 0 1
"ID_71845" 2 0 0
"ID_71846" 1 3 0
"ID_71847" 1 1 3
"ID_71848" 1 0 2
"ID_71849" 5 2 2
"ID_71850" 2 0 1
"ID_71851" 2 0 5
"ID_71852" 1 2 4
"ID_71853" 2 0 2
"ID_71854" 4 1 2
"ID_71855" 2 0 0
"ID_71856" 0 1 2
"ID_71857" 4 6 1
"ID_71858" 6 2 5
"ID_71859" 5 2 1
"ID_71860" 5 2 5
"ID_71861" 2 3 2
"ID_71862" 1 0 0
"ID_71863" 2 0 2
"ID_71864" 3 3 5
"ID_71865" 3 4 2
"ID_71866" 5 3 3
"ID_71867" 1 3 1
"ID_71868" 5 3 3
"ID_71869" 4 3 3
"ID_71870" 5 6 5
"ID_71871" 3 1 3
"ID_71872" 1 0 2
"ID_71873" 2 4 3
"ID_71874" 1 0 2
"ID_71875" 0 1 1
"ID_71876" 0 1 0
"ID_71877" 2 4 5
"ID_71878" 2 1 0
"ID_71879" 0 5 0
"ID_71880" 1 4 2
"ID_71881" 3 0 4
"ID_71882" 5 4 4
"ID_71883" 3 2 2
"ID_71884" 6 1 5
"ID_71885" 2 5 1
"ID_71886" 0 6 0
"ID_71887" 1 2 1
"ID_71888" 3 0 0
"ID_71889" 6 5 11
"ID_71890" 11 2 10
"ID_71891" 6 6 5
"ID_71892" 8 4 9
"ID_71893" 0 4 2
"ID_71894" 0 0 0
"ID_71895" 1 1 1
"ID_71896" 1 1 0
"ID_71897" 2 4 1
"ID_71898" 2 0 3
"ID_71899" 2 0 2
"ID_71900" 5 1 4
"ID_71901" 0 0 2
"ID_71902" 2 0 0
"ID_71903" 0 1 0
"ID_71904" 0 1 1
"ID_71905" 3 2 4
"ID_71906" 0 0 0
"ID_71907" 1 0 0
"ID_71908" 1 1 2
"ID_71909" 2 1 1
"ID_71910" 0 0 4
"ID_71911" 1 3 4
"ID_71912" 0 0 0
"ID_71913" 0 2 1
"ID_71914" 0 0 0
"ID_71915" 1 2 0
"ID_71916" 1 1 0
"ID_71917" 0 2 2
"ID_71918" 0 1 0
"ID_71919" 2 0 1
"ID_71920" 0 2 0
"ID_71921" 0 0 1
"ID_71922" 0 3 4
"ID_71923" 1 0 2
"ID_71924" 3 3 3
"ID_71925" 2 4 1
"ID_71926" 1 3 4
"ID_71927" 3 0 2
"ID_71928" 3 0 2
"ID_71929" 5 13 8
"ID_71930" 3 4 3
"ID_71931" 3 4 0
"ID_71932" 4 1 3
"ID_71933" 1 2 1
"ID_71934" 3 1 2
"ID_71935" 4 0 1
"ID_71936" 3 3 2
"ID_71937" 1 1 0
"ID_71938" 3 2 5
"ID_71939" 0 2 1
"ID_71940" 1 1 2
"ID_71941" 4 0 1
"ID_71942" 1 1 0
"ID_71943" 0 1 0
"ID_71944" 1 1 5
"ID_71945" 7 7 4
"ID_71946" 3 1 5
"ID_71947" 3 5 1
"ID_71948" 7 6 3
"ID_71949" 2 3 0
"ID_71950" 4 0 0
"ID_71951" 2 0 4
"ID_71952" 2 0 1
"ID_71953" 1 4 1
"ID_71954" 3 1 0
"ID_71955" 2 3 1
"ID_71956" 3 3 0
"ID_71957" 1 1 0
"ID_71958" 2 3 2
"ID_71959" 1 1 0
"ID_71960" 0 3 1
"ID_71961" 2 1 1
"ID_71962" 0 2 1
"ID_71963" 1 5 1
"ID_71964" 0 2 2
"ID_71965" 2 1 0
"ID_71966" 2 1 2
"ID_71967" 3 6 0
"ID_71968" 4 4 5
"ID_71969" 4 4 4
"ID_71970" 5 1 4
"ID_71971" 1 0 2
"ID_71972" 2 2 2
"ID_71973" 4 1 8
"ID_71974" 12 2 7
"ID_71975" 11 6 4
"ID_71976" 7 3 4
"ID_71977" 2 0 1
"ID_71978" 0 2 3
"ID_71979" 4 1 3
"ID_71980" 3 3 0
"ID_71981" 1 2 3
"ID_71982" 3 1 0
"ID_71983" 1 2 1
"ID_71984" 1 2 1
"ID_71985" 3 2 4
"ID_71986" 2 1 1
"ID_71987" 1 5 0
"ID_71988" 0 1 2
"ID_71989" 1 2 1
"ID_71990" 6 2 0
"ID_71991" 5 3 1
"ID_71992" 1 0 1
"ID_71993" 2 2 5
"ID_71994" 3 1 6
"ID_71995" 0 3 1
"ID_71996" 1 2 1
"ID_71997" 3 3 4
"ID_71998" 4 4 6
"ID_71999" 3 0 1
"ID_72000" 4 2 4
"ID_72001" 2 2 2
"ID_72002" 0 1 0
"ID_72003" 2 1 1
"ID_72004" 1 3 2
"ID_72005" 4 1 1
"ID_72006" 0 0 1
"ID_72007" 0 1 0
"ID_72008" 0 0 1
"ID_72009" 7 7 2
"ID_72010" 1 3 4
"ID_72011" 4 3 4
"ID_72012" 3 2 3
"ID_72013" 4 4 9
"ID_72014" 0 6 3
"ID_72015" 0 2 0
"ID_72016" 0 1 2
"ID_72017" 2 3 3
"ID_72018" 3 5 2
"ID_72019" 1 0 1
"ID_72020" 1 0 0
"ID_72021" 1 0 2
"ID_72022" 0 0 0
"ID_72023" 0 3 0
"ID_72024" 0 0 0
"ID_72025" 1 1 1
"ID_72026" 3 4 4
"ID_72027" 6 2 3
"ID_72028" 3 2 4
"ID_72029" 2 2 1
"ID_72030" 2 3 0
"ID_72031" 7 2 3
"ID_72032" 1 3 0
"ID_72033" 4 2 3
"ID_72034" 5 6 2
"ID_72035" 3 2 2
"ID_72036" 2 3 3
"ID_72037" 8 2 8
"ID_72038" 2 2 5
"ID_72039" 3 2 4
"ID_72040" 8 3 9
"ID_72041" 3 1 1
"ID_72042" 0 0 1
"ID_72043" 2 3 0
"ID_72044" 7 2 5
"ID_72045" 4 7 3
"ID_72046" 1 4 1
"ID_72047" 4 2 2
"ID_72048" 3 3 5
"ID_72049" 1 0 2
"ID_72050" 3 4 1
"ID_72051" 2 3 2
"ID_72052" 2 2 2
"ID_72053" 1 2 0
"ID_72054" 1 0 0
"ID_72055" 9 1 8
"ID_72056" 3 5 4
"ID_72057" 8 5 3
"ID_72058" 1 0 1
"ID_72059" 3 0 0
"ID_72060" 1 1 0
"ID_72061" 2 1 3
"ID_72062" 1 0 0
"ID_72063" 1 3 1
"ID_72064" 4 5 2
"ID_72065" 3 4 4
"ID_72066" 1 0 2
"ID_72067" 1 0 1
"ID_72068" 2 2 2
"ID_72069" 3 2 2
"ID_72070" 3 1 2
"ID_72071" 3 1 1
"ID_72072" 0 1 1
"ID_72073" 1 0 0
"ID_72074" 1 0 1
"ID_72075" 9 4 3
"ID_72076" 2 0 2
"ID_72077" 6 7 3
"ID_72078" 0 1 0
"ID_72079" 1 0 0
"ID_72080" 1 2 1
"ID_72081" 5 2 1
"ID_72082" 4 4 4
"ID_72083" 2 2 5
"ID_72084" 6 8 6
"ID_72085" 4 1 1
"ID_72086" 2 2 2
"ID_72087" 2 4 1
"ID_72088" 0 2 1
"ID_72089" 3 2 7
"ID_72090" 4 1 1
"ID_72091" 3 3 0
"ID_72092" 6 1 2
"ID_72093" 2 7 6
"ID_72094" 6 0 0
"ID_72095" 5 4 2
"ID_72096" 1 0 0
"ID_72097" 8 7 1
"ID_72098" 7 6 3
"ID_72099" 1 1 0
"ID_72100" 7 5 2
"ID_72101" 6 3 3
"ID_72102" 1 2 2
"ID_72103" 2 1 1
"ID_72104" 0 4 0
"ID_72105" 1 5 3
"ID_72106" 1 7 5
"ID_72107" 4 3 1
"ID_72108" 3 0 2
"ID_72109" 1 1 1
"ID_72110" 0 0 0
"ID_72111" 1 2 1
"ID_72112" 0 0 0
"ID_72113" 3 2 4
"ID_72114" 3 1 2
"ID_72115" 1 0 0
"ID_72116" 0 2 4
"ID_72117" 2 1 5
"ID_72118" 5 6 6
"ID_72119" 1 1 3
"ID_72120" 8 2 2
"ID_72121" 0 0 0
"ID_72122" 0 2 0
"ID_72123" 0 0 0
"ID_72124" 2 3 5
"ID_72125" 2 2 2
"ID_72126" 3 15 4
"ID_72127" 2 7 8
"ID_72128" 1 1 2
"ID_72129" 3 1 0
"ID_72130" 1 3 7
"ID_72131" 1 1 1
"ID_72132" 0 1 1
"ID_72133" 1 1 2
"ID_72134" 2 2 0
"ID_72135" 0 0 0
"ID_72136" 4 0 0
"ID_72137" 5 7 4
"ID_72138" 4 3 5
"ID_72139" 3 1 2
"ID_72140" 1 0 1
"ID_72141" 2 0 0
"ID_72142" 4 3 2
"ID_72143" 0 5 1
"ID_72144" 3 2 0
"ID_72145" 0 2 1
"ID_72146" 0 0 0
"ID_72147" 1 0 0
"ID_72148" 1 0 0
"ID_72149" 7 4 9
"ID_72150" 8 4 2
"ID_72151" 5 7 2
"ID_72152" 1 7 0
"ID_72153" 4 3 2
"ID_72154" 1 1 1
"ID_72155" 1 0 0
"ID_72156" 1 0 4
"ID_72157" 2 4 5
"ID_72158" 3 1 3
"ID_72159" 2 1 1
"ID_72160" 3 3 4
"ID_72161" 5 2 8
"ID_72162" 5 2 3
"ID_72163" 5 4 10
"ID_72164" 1 3 2
"ID_72165" 5 0 2
"ID_72166" 5 2 3
"ID_72167" 4 1 5
"ID_72168" 2 1 1
"ID_72169" 2 2 4
"ID_72170" 0 0 5
"ID_72171" 2 1 3
"ID_72172" 0 0 0
"ID_72173" 4 1 4
"ID_72174" 5 0 3
"ID_72175" 0 0 0
"ID_72176" 3 7 9
"ID_72177" 1 2 2
"ID_72178" 2 3 2
